First name;Number;First name (< 18);Number of carriers (< 18);First name (18-64);Number of carriers (18-64);First name (65+);Number of carriers (65+)
"""Emanuel""";150;"""Marcus""";37;"""Jalal""";90;"""Séraphin""";8
"""Carmelo""";144;"""Idris""";35;"""Mircea""";85;"""Erich""";7
"""Marcus""";108;"""Naim""";27;"""Lahouari""";62;"""Taieb""";6
"""Burak""";107;"""Yves""";27;"""Stanislas""";62;"""Yorgi""";6
"""Raul""";107;"""Cameron""";26;"""Vicente""";62;"""Abdelghani""";5
"""Stefaan""";101;"""Célestin""";25;"""Stavros""";60;"""Benyounes""";5
"""Harry""";93;"""Alec""";23;"""Sedat""";55;"""Iskender""";5
"""Benaissa""";90;"""Oguzhan""";23;"""Ronny""";54;"""M'feddal""";5
"""Youcef""";88;"""Luciano""";22;"""Aldo""";52;"""Rudy""";5
"""Jad""";80;"""Stan""";21;"""Gaetan""";50;;
"""Yilmaz""";78;"""Teoman""";20;"""Fikret""";48;;
"""Ilan""";76;"""Baris""";19;"""Alin""";47;;
"""Waldemar""";76;"""Giorgio""";19;"""Jacky""";47;;
"""Ercan""";71;"""Jalil""";18;"""Afrim""";44;;
"""Gustaaf""";68;"""Endrit""";17;"""Fethi""";42;;
"""Syed""";66;"""Aissa""";16;"""Mauricio""";41;;
"""Klaus""";65;"""Billy""";16;"""Ridouane""";41;;
"""Zeki""";62;"""Azad""";15;"""Ümit""";39;;
"""Bülent""";57;"""Dennis""";14;"""Ramzi""";35;;
"""Danut""";57;"""Domenico""";14;"""Ronan""";35;;
"""Giulio""";56;"""Lorenz""";14;"""Nikola""";34;;
"""Sahin""";56;"""Mouâd""";14;"""Turan""";34;;
"""Otmane""";55;"""Sezer""";14;"""Kodjo""";33;;
"""Abdelillah""";52;"""Grzegorz""";13;"""Yavuz""";32;;
"""Ishak""";52;"""Imrân""";13;"""Aydan""";31;;
"""Jakob""";52;"""Jean-Pierre""";13;"""Clement""";31;;
"""Joan""";51;"""Ovidiu""";13;"""Samet""";31;;
"""Loris""";51;"""Rahim""";13;"""Stanislav""";31;;
"""Radi""";51;"""Seydi""";13;"""Tommaso""";31;;
"""Besim""";49;"""Cheick""";12;"""Mohsine""";30;;
"""Faruk""";48;"""Ilker""";12;"""Giulio""";29;;
"""Ignace""";48;"""Iulian""";12;"""Guiseppe""";29;;
"""Esat""";47;"""Neo""";12;"""Baris""";28;;
"""Mariano""";47;"""Pharell""";12;"""Derek""";28;;
"""Mohsine""";46;"""Akim""";11;"""Agustin""";27;;
"""Valerio""";44;"""Izzet""";11;"""Joeri""";26;;
"""Mimoune""";41;"""Amara""";10;"""Tamás""";25;;
"""Nino""";41;"""Armen""";10;"""Yuksel""";25;;
"""Piero""";40;"""Fady""";10;"""Ignazio""";24;;
"""Ilya""";39;"""Kim""";10;"""Pierre-Olivier""";24;;
"""Nikolas""";39;"""Leart""";10;"""Stoyan""";24;;
"""Johny""";38;"""Osama""";10;"""Lino""";23;;
"""Jacobus""";37;"""Stanislaw""";10;"""Soliman""";23;;
"""Oguzhan""";36;"""Arkadiusz""";9;"""Papy""";22;;
"""Wei""";36;"""Blendi""";9;"""Sunay""";22;;
"""Fawzi""";35;"""Dimitris""";9;"""Billy""";21;;
"""Laurens""";35;"""Giorgi""";9;"""Emiliano""";21;;
"""Dilhan""";34;"""Jozef""";9;"""Luan""";21;;
"""Hyusein""";34;"""Louan""";9;"""Niyazi""";21;;
"""Souhaïb""";34;"""Michée""";9;"""Sascha""";21;;
"""Ambroise""";33;"""Nasredine""";9;"""Theodore""";21;;
"""Donald""";32;"""Angelos""";8;"""Marwane""";20;;
"""Albin""";31;"""Faruk""";8;"""Cornelis""";19;;
"""Eli""";31;"""Iannis""";8;"""Ghassan""";19;;
"""Iskender""";31;"""Jean-Charles""";8;"""Jozsef""";19;;
"""Sebastiaan""";31;"""Melchior""";8;"""Akira""";18;;
"""Abdelmounim""";30;"""Mohamed-Mehdi""";8;"""Armel""";18;;
"""Ange""";30;"""Moussab""";8;"""Ashot""";18;;
"""Trung""";30;"""Ümit""";8;"""Moez""";18;;
"""Avelino""";29;"""Abdelmalek""";7;"""Pieter-Jan""";18;;
"""Muhamed""";29;"""Azan""";7;"""Ambroise""";17;;
"""Stefanos""";29;"""Cesare""";7;"""Carmine""";17;;
"""Leonel""";28;"""François-Xavier""";7;"""Komlan""";17;;
"""Driton""";27;"""Ludwig""";7;"""Vitalie""";17;;
"""Dimitris""";25;"""Abdourahmane""";6;"""Zacharia""";16;;
"""Altin""";24;"""Chad""";6;"""Iqbal""";15;;
"""Andi""";24;"""Chems""";6;"""Janvier""";15;;
"""Gzim""";24;"""Fedor""";6;"""Radoslav""";15;;
"""Camiel""";23;"""Jurgen""";6;"""Efstratios""";14;;
"""Abed""";22;"""Nazim""";6;"""Norberto""";14;;
"""Cesare""";22;"""Péter""";6;"""Serguei""";14;;
"""Alexandr""";21;"""Willy""";6;"""Fabricio""";13;;
"""Abdelmonaim""";20;"""Asher""";5;"""Pierre-Alain""";13;;
"""Magnus""";20;"""Donat""";5;"""Astrit""";12;;
"""Omid""";20;"""Endi""";5;"""Billel""";12;;
"""Vivian""";20;"""Fisnik""";5;"""Emad""";12;;
"""Cemalettin""";19;"""Hakki""";5;"""Hermann""";12;;
"""Gioacchino""";19;"""Inti""";5;"""Kyriakos""";12;;
"""Elhadji""";18;"""Medin""";5;"""Abdelbaki""";11;;
"""Evgeny""";18;"""Mikhail""";5;"""Aime""";11;;
"""Fadel""";18;"""Milos""";5;"""Aissam""";11;;
"""Josep""";18;"""Noe""";5;"""Byulent""";11;;
"""Saeed""";18;"""Rani""";5;"""Feras""";11;;
"""Zeno""";18;"""Sergi""";5;"""Isidore""";11;;
"""Altan""";17;"""Slimane""";5;"""Kieran""";11;;
"""Ezio""";17;"""Tuur""";5;"""Murad""";11;;
"""Niklas""";17;;;"""Solomon""";11;;
"""Raed""";17;;;"""Valdet""";11;;
"""Sercan""";17;;;"""Youssif""";11;;
"""Sevket""";17;;;"""Zaheer""";11;;
"""Duran""";16;;;"""Candido""";10;;
"""Fiston""";16;;;"""Damir""";10;;
"""Giles""";16;;;"""Eloy""";10;;
"""Gregoire""";16;;;"""Emery""";10;;
"""Theophile""";16;;;"""Lassaad""";10;;
"""Abdulkerim""";15;;;"""Magomed""";10;;
"""Adeel""";15;;;"""Mahjoub""";10;;
"""Alexios""";15;;;"""Martins""";10;;
"""Darren""";15;;;"""Pier""";10;;
"""Farhad""";15;;;"""Reynald""";10;;
"""Jari""";15;;;"""Tiziano""";10;;
"""Marceau""";15;;;"""Ahmidou""";9;;
"""Ram""";15;;;"""Badredine""";9;;
"""Ron""";15;;;"""Belgacem""";9;;
"""Willian""";15;;;"""Clive""";9;;
"""Atsushi""";14;;;"""Gjergj""";9;;
"""Badre""";14;;;"""Grigorios""";9;;
"""Halid""";14;;;"""Lansana""";9;;
"""Kiril""";14;;;"""Maksym""";9;;
"""Majdi""";14;;;"""Misha""";9;;
"""Ole""";14;;;"""Ousman""";9;;
"""Thien""";14;;;"""Resul""";9;;
"""Celil""";13;;;"""Taulant""";9;;
"""Ehsan""";13;;;"""Ümüt""";9;;
"""Ephraïm""";13;;;"""Vishal""";9;;
"""Morteza""";13;;;"""Bernardino""";8;;
"""Modeste""";12;;;"""Shakeel""";8;;
"""Redzep""";12;;;"""Wellington""";8;;
"""Sevan""";12;;;"""Zeynel""";8;;
"""Erjon""";11;;;"""Daryl""";7;;
"""Gäetan""";11;;;"""Ebenezer""";7;;
"""Nurhan""";11;;;"""Jésus""";7;;
"""Renatus""";11;;;"""Kamber""";7;;
"""Spencer""";11;;;"""Mads""";7;;
"""Toussaint""";11;;;"""Masahiro""";7;;
"""Waleed""";11;;;"""Mert""";7;;
"""Abdollah""";10;;;"""Nezhdet""";7;;
"""Afshin""";10;;;"""Noam""";7;;
"""Clyde""";10;;;"""Shinji""";7;;
"""Dogukan""";10;;;"""Sufian""";7;;
"""Godwin""";10;;;"""Tri""";7;;
"""Hafiz""";10;;;"""Vasilica""";7;;
"""Józef""";10;;;"""Abdesselem""";6;;
"""Kazem""";10;;;"""Adao""";6;;
"""Majed""";10;;;"""Aleksi""";6;;
"""Mouhad""";10;;;"""Amza""";6;;
"""Talat""";10;;;"""Custodio""";6;;
"""Tolgahan""";10;;;"""Davinder""";6;;
"""Alisan""";9;;;"""Filippos""";6;;
"""Ayub""";9;;;"""Godefroy""";6;;
"""Gjon""";9;;;"""Kristaps""";6;;
"""Jing""";9;;;"""Marc-Olivier""";6;;
"""Marcellin""";9;;;"""Mitko""";6;;
"""Ozkan""";9;;;"""Odon""";6;;
"""Resit""";9;;;"""Perceval""";6;;
"""Sukru""";9;;;"""Roby""";6;;
"""Valmir""";9;;;"""Séverin""";6;;
"""Abdelâziz""";8;;;"""Tharcisse""";6;;
"""Aimad""";8;;;"""Vasily""";6;;
"""Arya""";8;;;"""Zenel""";6;;
"""Eoghan""";8;;;"""Amed""";5;;
"""Kelian""";8;;;"""Dermot""";5;;
"""Pavle""";8;;;"""Homar""";5;;
"""Qendrim""";8;;;"""Houssem""";5;;
"""Redon""";8;;;"""Hysni""";5;;
"""Wadie""";8;;;"""Küçük""";5;;
"""Waheed""";8;;;"""Lahsan""";5;;
"""Argyrios""";7;;;"""Moumouni""";5;;
"""Atlan""";7;;;"""Narendra""";5;;
"""Cebrail""";7;;;"""Panayiotis""";5;;
"""Costinel""";7;;;"""Phu""";5;;
"""Danial""";7;;;"""Polyvios""";5;;
"""Durim""";7;;;"""Raad""";5;;
"""Egor""";7;;;"""Rahhal""";5;;
"""Erkut""";7;;;"""Rédouane""";5;;
"""Esdras""";7;;;"""Rehan""";5;;
"""Fran""";7;;;"""Rogier""";5;;
"""Ionatan""";7;;;"""Simon-Pierre""";5;;
"""Jean-Eric""";7;;;"""Stiven""";5;;
"""Kwadwo""";7;;;"""Urs""";5;;
"""Leendert""";7;;;"""Vazgen""";5;;
"""Marty""";7;;;"""Xhevdet""";5;;
"""Micah""";7;;;"""Yvo""";5;;
"""Mouhsin""";7;;;;;;
"""Sandy""";7;;;;;;
"""Souhayb""";7;;;;;;
"""Abdelhabib""";6;;;;;;
"""Abdellali""";6;;;;;;
"""Alastair""";6;;;;;;
"""Aldric""";6;;;;;;
"""Amet""";6;;;;;;
"""András""";6;;;;;;
"""Awais""";6;;;;;;
"""Balwinder""";6;;;;;;
"""Barae""";6;;;;;;
"""Boughaleb""";6;;;;;;
"""David-Alexandre""";6;;;;;;
"""Dimas""";6;;;;;;
"""Dustin""";6;;;;;;
"""Elies""";6;;;;;;
"""Galo""";6;;;;;;
"""Helmi""";6;;;;;;
"""Hüdaverdi""";6;;;;;;
"""Janne""";6;;;;;;
"""Paul-André""";6;;;;;;
"""Periklis""";6;;;;;;
"""Rúben""";6;;;;;;
"""Saim""";6;;;;;;
"""Savinien""";6;;;;;;
"""Shafiq""";6;;;;;;
"""Tharcisse""";6;;;;;;
"""Wali""";6;;;;;;
"""Abdelmoughit""";5;;;;;;
"""Abdesslem""";5;;;;;;
"""Afrem""";5;;;;;;
"""Alkin""";5;;;;;;
"""Alp""";5;;;;;;
"""Ares""";5;;;;;;
"""Bennaser""";5;;;;;;
"""Ceferino""";5;;;;;;
"""Dimos""";5;;;;;;
"""Divino""";5;;;;;;
"""Djan""";5;;;;;;
"""Efthimios""";5;;;;;;
"""Elmer""";5;;;;;;
"""Hajrulla""";5;;;;;;
"""Hasni""";5;;;;;;
"""Janez""";5;;;;;;
"""Jussi""";5;;;;;;
"""Koku""";5;;;;;;
"""Kristiyan""";5;;;;;;
"""Jean""";8688;"""Adam""";1862;"""Jean""";4354;"""Jacques""";2076
"""Nicolas""";4032;"""Alexandre""";876;"""Patrick""";3314;"""Roger""";1206
"""Jonathan""";1757;"""Soufiane""";444;"""Jonathan""";1390;"""Fernand""";295
"""Antoine""";1736;"""Julien""";437;"""Jacques""";1380;"""Bernard""";283
"""Antonio""";1499;"""Matteo""";356;"""Omar""";914;"""Jozef""";185
"""Guillaume""";1326;"""Sami""";292;"""Martin""";789;"""Gustave""";137
"""Anas""";1040;"""Jules""";232;"""Carlos""";678;"""Mario""";88
"""Hicham""";974;"""Aaron""";209;"""Damien""";610;"""Frédéric""";84
"""Abdellah""";953;"""Sofiane""";209;"""Anthony""";600;"""Mustapha""";81
"""Raymond""";903;"""Hicham""";194;"""Alexis""";556;"""Hassan""";75
"""Mamadou""";765;"""Jason""";163;"""Louis""";510;"""Bruno""";61
"""Jean-Claude""";619;"""Tristan""";135;"""William""";410;"""Théophile""";47
"""Mostafa""";613;"""Michael""";134;"""Jean-Marie""";398;"""Lodewijk""";46
"""Johan""";602;"""Baptiste""";132;"""Piotr""";396;"""Larbi""";45
"""Christopher""";578;"""Anis""";129;"""Jorge""";371;"""Florent""";41
"""Jules""";551;"""Antonio""";127;"""Alexander""";363;"""Jean-Louis""";39
"""Elias""";510;"""Lucien""";120;"""Geoffrey""";335;"""Miguel""";35
"""Matteo""";453;"""Maxim""";108;"""Fabien""";290;"""Hervé""";29
"""Bryan""";400;"""Tanguy""";97;"""Maurice""";259;"""Abdelkrim""";24
"""Abdellatif""";388;"""Marc""";95;"""Ricardo""";253;"""Gérald""";24
"""Mariusz""";312;"""Nawfal""";82;"""Halil""";199;"""Emilio""";18
"""Jonas""";244;"""Maximilian""";61;"""Wim""";149;"""Laszlo""";13
"""Jean-Jacques""";239;"""Timothée""";60;"""Jean-Baptiste""";146;"""Octave""";13
"""Franck""";233;"""Jimmy""";58;"""Sorin""";144;"""Abdullah""";12
"""Othman""";226;"""Jacques""";55;"""Frederik""";135;"""Lahoucine""";12
"""Gustave""";203;"""Waïl""";52;"""Calogero""";123;"""Lucas""";11
"""Mokhtar""";190;"""Hussein""";48;"""Augustin""";113;"""Heinrich""";10
"""Morad""";188;"""Ramazan""";48;"""Filippo""";112;"""Jonny""";10
"""Sven""";181;"""Okan""";45;"""Mesut""";109;"""Andrzej""";9
"""Herman""";172;"""Nicola""";42;"""Jean-Yves""";103;"""Ramadan""";9
"""Abdelali""";171;"""Salih""";42;"""Alfred""";102;"""Romano""";9
"""Mike""";153;"""Can""";37;"""Tadeusz""";91;"""Sadik""";8
"""Ionel""";145;"""Armand""";35;"""Ovidiu""";86;"""Claudy""";7
"""Yvon""";145;"""Harry""";35;"""Gil""";85;"""Enzo""";7
"""Isa""";132;"""Saïd""";33;"""Dario""";78;"""Ryszard""";7
"""Panagiotis""";129;"""Luigi""";32;"""Mikaël""";76;"""Wilhelm""";7
"""Edgar""";121;"""Azzeddine""";30;"""Lucian""";72;"""Boumedien""";6
"""Nordin""";116;"""Fares""";29;"""Adnane""";68;"""Géry""";6
"""Armando""";115;"""Lukasz""";29;"""Nikolay""";67;"""Hanna""";6
"""Deniz""";110;"""Chahine""";27;"""Abdil""";63;"""Odon""";6
"""Maël""";96;"""Ferdinand""";24;"""Armen""";56;"""Frantz""";5
"""Désiré""";89;"""Wassil""";23;"""Emre""";53;"""Mongi""";5
"""Rida""";88;"""Lancelot""";22;"""Abdülkadir""";52;"""Rolando""";5
"""Erwan""";81;"""Kyle""";21;"""Antonin""";50;;
"""Joaquin""";81;"""Marko""";21;"""Cesar""";50;;
"""Naim""";80;"""Abraham""";20;"""Mouloud""";50;;
"""Felipe""";79;"""Ege""";20;"""Zdzislaw""";50;;
"""Enver""";77;"""Tyron""";20;"""Issa""";48;;
"""Kerem""";73;"""Aidan""";18;"""Burak""";45;;
"""Tariq""";72;"""Farid""";18;"""Radouane""";45;;
"""Naoufel""";70;"""Abdelhak""";17;"""Zoran""";44;;
"""Faysal""";69;"""Andi""";17;"""Petrica""";43;;
"""Hamed""";63;"""Nathaniel""";16;"""Teodor""";40;;
"""Agim""";59;"""Nasim""";15;"""Valéry""";37;;
"""Dimitar""";59;"""Shadi""";15;"""Harald""";36;;
"""Martial""";59;"""Ugur""";15;"""Vittorio""";36;;
"""Bilel""";57;"""Burhan""";14;"""Oualid""";35;;
"""Cemal""";56;"""Görkem""";14;"""Huu""";34;;
"""Atilla""";50;"""Walter""";13;"""Ariel""";30;;
"""Mahmut""";50;"""Aristide""";12;"""Faycal""";30;;
"""Gerardo""";49;"""Elian""";12;"""Philipp""";30;;
"""Géry""";48;"""Imade""";12;"""Graham""";29;;
"""Si""";47;"""Rudy""";12;"""Jelle""";28;;
"""Nick""";45;"""Cesar""";11;"""Ridvan""";27;;
"""Malek""";44;"""Hamed""";11;"""Gheorghita""";26;;
"""Lawrence""";43;"""Louca""";11;"""Noureddin""";26;;
"""Ahmida""";41;"""Zeno""";11;"""Mouhcine""";25;;
"""Henrik""";41;"""Akin""";10;"""Rainer""";25;;
"""Cafer""";40;"""Dogukan""";10;"""Donald""";24;;
"""Nikita""";40;"""Erhan""";10;"""Grigor""";24;;
"""Cyprien""";39;"""Kian""";10;"""Pierre-François""";24;;
"""Ridvan""";38;"""Roland""";10;"""Nicolaos""";23;;
"""Corneliu""";36;"""Abdenour""";9;"""Hedi""";22;;
"""Jelle""";36;"""Adelin""";9;"""Idrissa""";22;;
"""Anasse""";35;"""Cemal""";9;"""Abdelouahad""";21;;
"""Vinh""";34;"""Mikâil""";9;"""Simeon""";21;;
"""Cataldo""";33;"""Nestor""";9;"""Vasco""";21;;
"""Mouhamadou""";33;"""Sorin""";9;"""Babak""";20;;
"""Burim""";32;"""Alfredo""";8;"""Jean-Loup""";20;;
"""Dave""";32;"""Alseny""";8;"""Lahoussine""";20;;
"""Jean-Noël""";32;"""Besim""";8;"""Soulaiman""";20;;
"""Timothé""";32;"""Erdal""";8;"""Armindo""";19;;
"""Abderahim""";29;"""Yohann""";8;"""Orazio""";18;;
"""Angelos""";29;"""Yuta""";8;"""Otto""";18;;
"""Benito""";29;"""Abdulkadir""";7;"""Salman""";18;;
"""Elisei""";28;"""Don""";7;"""Gani""";17;;
"""Gabin""";28;"""Ellis""";7;"""Gioacchino""";17;;
"""Abdelmoumen""";27;"""Jean-Marie""";7;"""Sarkis""";17;;
"""Abdelwahed""";27;"""Jin""";7;"""Sekou""";17;;
"""Jo""";27;"""Mirza""";7;"""Azzouz""";16;;
"""Zouheir""";26;"""Veton""";7;"""Uwe""";16;;
"""Carmine""";25;"""Zaccaria""";7;"""Yoni""";16;;
"""Paul-Henri""";25;"""Aurèle""";6;"""Eliot""";15;;
"""Toma""";24;"""Iliès""";6;"""Abdi""";14;;
"""Andréas""";23;"""Jed""";6;"""Azziz""";14;;
"""Egon""";23;"""Kobe""";6;"""Franciszek""";14;;
"""Patric""";23;"""Matys""";6;"""Kouassi""";14;;
"""Alexandro""";22;"""Noël""";6;"""Ousama""";14;;
"""Evariste""";22;"""Ritchy""";6;"""Sotirios""";14;;
"""Evrard""";22;"""Riyan""";6;"""Sylvestre""";14;;
"""Armindo""";21;"""Xander""";6;"""Ferid""";13;;
"""Aurian""";21;"""Yagiz""";6;"""Floris""";13;;
"""Pieter-Jan""";21;"""Albéric""";5;"""Malcolm""";13;;
"""Audric""";20;"""Baki""";5;"""Seyhan""";13;;
"""Kubilay""";20;"""Dino""";5;"""Arlindo""";12;;
"""Tyron""";20;"""Finlay""";5;"""Eliott""";12;;
"""Pierre-Henri""";19;"""Komi""";5;"""Pierre-Philippe""";12;;
"""Shawn""";19;"""Lazlo""";5;"""Sajjad""";12;;
"""Taieb""";19;"""Levy""";5;"""Sohaib""";12;;
"""Belgacem""";18;"""Maxwell""";5;"""Yusein""";12;;
"""Latif""";18;"""Numa""";5;"""Cetin""";11;;
"""Seddik""";18;"""Renan""";5;"""Gaëtano""";11;;
"""Abdelrahim""";17;"""Shervin""";5;"""Jean-Bosco""";11;;
"""Celso""";17;"""Tayeb""";5;"""Maricel""";11;;
"""Loup""";17;"""Zoubeir""";5;"""Robby""";11;;
"""Sadri""";17;;;"""Viet""";11;;
"""Valdet""";17;;;"""Abdelrahman""";10;;
"""Arlind""";16;;;"""Bahram""";10;;
"""Branko""";16;;;"""Bilgin""";10;;
"""Erwann""";16;;;"""Charaf""";10;;
"""Mekki""";16;;;"""Gigi""";10;;
"""Zekeriya""";16;;;"""Loutfi""";10;;
"""Aïman""";15;;;"""Majdi""";10;;
"""Edmund""";15;;;"""Rafi""";10;;
"""Habip""";15;;;"""Serif""";10;;
"""Ruzhdi""";15;;;"""Benedict""";9;;
"""Apdil""";14;;;"""Francy""";9;;
"""Gor""";14;;;"""Korneel""";9;;
"""Mohammed-Amine""";14;;;"""Nam""";9;;
"""Morten""";14;;;"""Narek""";9;;
"""Aleksandr""";13;;;"""Saul""";9;;
"""Cornelius""";13;;;"""Teofil""";9;;
"""Hamida""";13;;;"""Abdel-Karim""";8;;
"""Hidir""";13;;;"""Abdula""";8;;
"""Ilhami""";13;;;"""Adrianus""";8;;
"""Jean-Emmanuel""";13;;;"""Alaeddine""";8;;
"""Suleman""";13;;;"""Eray""";8;;
"""Viet""";13;;;"""Frantz""";8;;
"""Abdelbaki""";12;;;"""Gwenn""";8;;
"""Granit""";12;;;"""Narcisse""";8;;
"""Henoc""";12;;;"""Norredine""";8;;
"""José-Luis""";12;;;"""Razmik""";8;;
"""Mitica""";12;;;"""Shahriar""";8;;
"""Muzafer""";12;;;"""Sultan""";8;;
"""Reduan""";12;;;"""Warren""";8;;
"""Abdelaaziz""";11;;;"""Albéric""";7;;
"""Bunyamin""";11;;;"""Binh""";7;;
"""Esmail""";11;;;"""Davoud""";7;;
"""Giampiero""";11;;;"""Erich""";7;;
"""Gigi""";11;;;"""Erjon""";7;;
"""Leif""";11;;;"""Greg""";7;;
"""Manoel""";11;;;"""Hussam""";7;;
"""Marios""";11;;;"""Ionica""";7;;
"""Michäel""";11;;;"""Ismaïla""";7;;
"""Bennasar""";10;;;"""Rino""";7;;
"""Gunter""";10;;;"""Tundzhay""";7;;
"""Gyunaydan""";10;;;"""Valère""";7;;
"""José-Antonio""";10;;;"""Abderahmane""";6;;
"""José-Manuel""";10;;;"""Abderzak""";6;;
"""Kwabena""";10;;;"""Agnaldo""";6;;
"""Monsef""";10;;;"""Amos""";6;;
"""Nicodème""";10;;;"""Aristote""";6;;
"""Ouahid""";10;;;"""Ashkan""";6;;
"""Rayhane""";10;;;"""Bavo""";6;;
"""Bachar""";9;;;"""Güner""";6;;
"""Bojan""";9;;;"""Haroon""";6;;
"""Boleslaw""";9;;;"""Harris""";6;;
"""Ellis""";9;;;"""Jean-Guy""";6;;
"""Elouan""";9;;;"""Jean-Stéphane""";6;;
"""Eyup""";9;;;"""Jolan""";6;;
"""Gianluigi""";9;;;"""Kourosh""";6;;
"""Jean-Frédéric""";9;;;"""Mansoor""";6;;
"""Masashi""";9;;;"""Modesto""";6;;
"""Nicolau""";9;;;"""Niel""";6;;
"""Nuh""";9;;;"""Nour-Eddin""";6;;
"""Otis""";9;;;"""Nuredin""";6;;
"""Shuji""";9;;;"""Reinhold""";6;;
"""Sidiki""";9;;;"""Resat""";6;;
"""Yasushi""";9;;;"""Souleyman""";6;;
"""Abdennaceur""";8;;;"""Torben""";6;;
"""Achiel""";8;;;"""Ulrik""";6;;
"""Alkiviadis""";8;;;"""Waqar""";6;;
"""Asllan""";8;;;"""Zhi""";6;;
"""Dale""";8;;;"""Ahsan""";5;;
"""Ecevit""";8;;;"""Alastair""";5;;
"""Ely""";8;;;"""Alie""";5;;
"""Eyyup""";8;;;"""Ansar""";5;;
"""Florentino""";8;;;"""Arto""";5;;
"""Gontran""";8;;;"""Bilan""";5;;
"""Gratien""";8;;;"""Bing""";5;;
"""Houssaine""";8;;;"""Byurhan""";5;;
"""Iliyan""";8;;;"""Casimir""";5;;
"""Issame""";8;;;"""Ceyhun""";5;;
"""Jhonny""";8;;;"""Coco""";5;;
"""Moufid""";8;;;"""Gheorghe-Florin""";5;;
"""Ouail""";8;;;"""Hilario""";5;;
"""Rachad""";8;;;"""Hrant""";5;;
"""Russell""";8;;;"""Ilja""";5;;
"""Saed""";8;;;"""Inigo""";5;;
"""Seppo""";8;;;"""Jean-Didier""";5;;
"""Shoaib""";8;;;"""Joselito""";5;;
"""Tonny""";8;;;"""Keyvan""";5;;
"""Utku""";8;;;"""Kingsley""";5;;
"""Zurab""";8;;;"""Ljatif""";5;;
"""Abram""";7;;;"""Massinissa""";5;;
"""Akil""";7;;;"""Medi""";5;;
"""Andreï""";7;;;"""Mikheil""";5;;
"""Ararat""";7;;;"""Moncif""";5;;
"""Augustine""";7;;;"""Nasar""";5;;
"""Boutahar""";7;;;"""Onofrio""";5;;
"""Haruki""";7;;;"""Sejdi""";5;;
"""Horatiu""";7;;;"""Shalva""";5;;
"""Juan-Carlos""";7;;;"""Tareq""";5;;
"""Lei""";7;;;"""Venant""";5;;
"""Meir""";7;;;"""Yukihiro""";5;;
"""Minas""";7;;;"""Zaza""";5;;
"""Mushtaq""";7;;;;;;
"""Némo""";7;;;;;;
"""Nezar""";7;;;;;;
"""Nouri""";7;;;;;;
"""Rey""";7;;;;;;
"""Salahedine""";7;;;;;;
"""Shlomo""";7;;;;;;
"""Sophiane""";7;;;;;;
"""Takayuki""";7;;;;;;
"""Thierry""";2207;"""Daniel""";512;"""Youssef""";1466;"""Francis""";381
"""Joseph""";1668;"""Sacha""";388;"""Mustapha""";1229;"""Edouard""";226
"""Michael""";990;"""Dorian""";217;"""Juan""";634;"""Hendrik""";85
"""Giuseppe""";819;"""Cédric""";173;"""Dimitri""";526;"""Ghislain""";66
"""Francesco""";615;"""Hassan""";134;"""René""";400;"""Elie""";46
"""Imad""";474;"""Aymen""";114;"""Hasan""";317;"""Théodore""";33
"""Salim""";379;"""Johan""";92;"""Andrea""";239;"""Rodolphe""";24
"""Steven""";351;"""Laurent""";87;"""Lukasz""";217;"""Joris""";21
"""Abdelilah""";317;"""Kaan""";83;"""Dimitrios""";202;"""Patrice""";19
"""Paolo""";302;"""Maël""";77;"""Bogdan""";189;"""Yusuf""";18
"""Sabri""";287;"""Jack""";72;"""Claudio""";178;"""Jacob""";16
"""Marian""";274;"""Thierno""";69;"""Grégoire""";172;"""Benjamin""";15
"""Ethan""";269;"""Fabian""";67;"""Jozef""";171;"""Eduardo""";15
"""Joachim""";254;"""Francisco""";63;"""Jaouad""";157;"""Mohamedi""";14
"""Mark""";251;"""Benoît""";62;"""Youness""";155;"""Vital""";14
"""Vladimir""";247;"""Melih""";62;"""Stanislaw""";152;"""Hamadi""";13
"""Jakub""";226;"""Colin""";55;"""Mohamad""";136;"""Jilali""";12
"""Nordine""";219;"""Harold""";54;"""Carl""";132;"""Walther""";12
"""Camille""";218;"""Ionut""";54;"""Danny""";132;"""Abdesslam""";11
"""Stephen""";188;"""Sylvain""";48;"""Jason""";112;"""Leonard""";10
"""Brian""";167;"""Abdoullah""";40;"""Stijn""";99;"""Agustin""";8
"""Zbigniew""";162;"""Gaël""";39;"""Stefaan""";96;"""Günter""";8
"""Colin""";145;"""Adriano""";35;"""Rosario""";87;"""Bernhard""";7
"""Sean""";134;"""Noureddine""";33;"""Anass""";78;"""Ramiro""";7
"""Malik""";132;"""Youssouf""";33;"""Gökhan""";78;"""Samir""";7
"""Maurizio""";124;"""Emirhan""";31;"""Abbas""";74;"""Ammar""";6
"""Alexandros""";115;"""Louay""";29;"""Abdelouahab""";67;"""Gui""";6
"""Iliass""";113;"""Antoni""";28;"""Youcef""";66;"""Marcello""";6
"""Leandro""";106;"""Enrique""";26;"""Aissa""";61;"""Abdelhak""";5
"""Gabriele""";89;"""Yazid""";23;"""Erwan""";53;"""Necati""";5
"""Erdal""";77;"""Valon""";20;"""Junior""";48;;
"""Ugur""";77;"""Al""";19;"""Mikail""";48;;
"""Wissam""";72;"""Frank""";18;"""Théophile""";45;;
"""Izzet""";67;"""Mouhsine""";17;"""Agostinho""";41;;
